name,tags,time,time_iso,application_id,device_eui,device_id,device_name,device_tags,device_type_id,device_type_name,orig_value,value,value_type_name,variable
number,,1707908888000000000,2024-02-14T11:08:08.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707920154000000000,2024-02-14T14:15:54.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707920311000000000,2024-02-14T14:18:31.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707922819000000000,2024-02-14T15:00:19.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707922830000000000,2024-02-14T15:00:30.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707922888000000000,2024-02-14T15:01:28.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707950376000000000,2024-02-14T22:39:36.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707950508000000000,2024-02-14T22:41:48.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707950519000000000,2024-02-14T22:41:59.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707950529000000000,2024-02-14T22:42:09.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707951235000000000,2024-02-14T22:53:55.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707951413000000000,2024-02-14T22:56:53.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707951758000000000,2024-02-14T23:02:38.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707951769000000000,2024-02-14T23:02:49.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707951820000000000,2024-02-14T23:03:40.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,3,3,Number,rain
number,,1707951831000000000,2024-02-14T23:03:51.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,3,3,Number,rain
number,,1707952003000000000,2024-02-14T23:06:43.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707952249000000000,2024-02-14T23:10:49.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707952310000000000,2024-02-14T23:11:50.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707952498000000000,2024-02-14T23:14:58.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707953090000000000,2024-02-14T23:24:50.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707953212000000000,2024-02-14T23:26:52.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707953225000000000,2024-02-14T23:27:05.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707953274000000000,2024-02-14T23:27:54.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707953337000000000,2024-02-14T23:28:57.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707953573000000000,2024-02-14T23:32:53.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,0,0,Number,rain
number,,1707953749000000000,2024-02-14T23:35:49.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707953810000000000,2024-02-14T23:36:50.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707954054000000000,2024-02-14T23:40:54.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707954116000000000,2024-02-14T23:41:56.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707954273000000000,2024-02-14T23:44:33.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707954335000000000,2024-02-14T23:45:35.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,3,3,Number,rain
number,,1707954396000000000,2024-02-14T23:46:36.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707954457000000000,2024-02-14T23:47:37.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,1,1,Number,rain
number,,1707954822000000000,2024-02-14T23:53:42.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707954949000000000,2024-02-14T23:55:49.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,3,3,Number,rain
number,,1707955010000000000,2024-02-14T23:56:50.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707955021000000000,2024-02-14T23:57:01.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
number,,1707955132000000000,2024-02-14T23:58:52.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,3,3,Number,rain
number,,1707955194000000000,2024-02-14T23:59:54.000Z,244,0080E115004E52A7,13400,2309RMI0640,|niota-created|,288,Nivus RMI Starkregenintensitätssystem,2,2,Number,rain
